,country,year,no_schooling,total_primary,completed_primary,total_secondary,completed_secondary,total_tertiary,completed_tertiary,avg_years_total_schooling,avg_years_primary_schooling,avg_years_secondary_schooling,avg_years_tertiary_schooling,population_1000s,region,iso_alpha
2148,Egypt,1885,98.9,1.0,0.3,0.1,0.0,0.0,0.0,0.05,0.04,0.0,0.0,4374.0,Middle East and North Africa,EGY
2149,Egypt,1890,98.6,1.3,0.4,0.1,0.0,0.0,0.0,0.06,0.06,0.01,0.0,5077.0,Middle East and North Africa,EGY
2150,Egypt,1895,98.2,1.6,0.5,0.1,0.0,0.0,0.0,0.08,0.07,0.01,0.0,5607.0,Middle East and North Africa,EGY
2151,Egypt,1900,97.7,2.1,0.6,0.2,0.1,0.0,0.0,0.1,0.09,0.01,0.0,6135.0,Middle East and North Africa,EGY
2152,Egypt,1905,97.0,2.7,0.8,0.2,0.1,0.0,0.0,0.13,0.12,0.01,0.0,6561.0,Middle East and North Africa,EGY
2153,Egypt,1910,96.2,3.5,1.1,0.3,0.1,0.0,0.0,0.17,0.16,0.01,0.0,6984.0,Middle East and North Africa,EGY
2154,Egypt,1915,95.1,4.2,1.3,0.6,0.2,0.0,0.0,0.23,0.21,0.03,0.0,7095.0,Middle East and North Africa,EGY
2155,Egypt,1920,94.2,4.3,1.3,1.3,0.4,0.1,0.0,0.32,0.26,0.06,0.0,7797.0,Middle East and North Africa,EGY
2156,Egypt,1925,93.4,4.2,1.3,2.1,0.7,0.3,0.1,0.42,0.31,0.1,0.01,8081.0,Middle East and North Africa,EGY
2157,Egypt,1930,93.5,3.3,1.1,2.8,0.9,0.4,0.2,0.46,0.32,0.13,0.01,8767.0,Middle East and North Africa,EGY
2158,Egypt,1935,95.8,2.2,0.7,1.6,0.6,0.4,0.2,0.31,0.21,0.09,0.01,9077.0,Middle East and North Africa,EGY
2159,Egypt,1940,95.3,2.3,0.8,1.9,0.7,0.5,0.4,0.36,0.24,0.11,0.02,10358.0,Middle East and North Africa,EGY
2160,Egypt,1945,93.7,4.0,1.4,1.6,0.6,0.6,0.4,0.43,0.3,0.11,0.02,11125.0,Middle East and North Africa,EGY
2161,Egypt,1950,92.9,3.9,1.4,2.1,0.8,1.1,0.6,0.54,0.35,0.15,0.04,12522.0,Middle East and North Africa,EGY
2162,Egypt,1955,90.7,5.3,2.1,2.5,1.0,1.5,0.8,0.7,0.46,0.19,0.05,13850.0,Middle East and North Africa,EGY
2163,Egypt,1960,88.6,6.8,2.9,2.8,1.2,1.8,1.0,0.85,0.57,0.23,0.06,15106.0,Middle East and North Africa,EGY
2164,Egypt,1965,85.1,8.9,4.0,3.7,1.6,2.3,1.3,1.11,0.75,0.3,0.07,16511.0,Middle East and North Africa,EGY
2165,Egypt,1970,81.1,11.3,5.5,4.8,2.1,2.7,1.5,1.41,0.96,0.37,0.09,19160.0,Middle East and North Africa,EGY
2166,Egypt,1975,76.7,12.3,6.3,8.4,3.6,2.7,1.6,1.82,1.22,0.52,0.08,21584.0,Middle East and North Africa,EGY
2167,Egypt,1980,66.3,14.7,7.6,15.2,6.4,3.8,2.0,2.8,1.81,0.88,0.12,23976.0,Middle East and North Africa,EGY
2168,Egypt,1985,54.2,16.8,8.8,25.1,10.7,3.8,2.3,3.92,2.5,1.3,0.12,27009.0,Middle East and North Africa,EGY
2169,Egypt,1990,48.8,15.2,8.2,32.5,14.6,3.5,2.2,4.6,2.86,1.62,0.11,30660.0,Middle East and North Africa,EGY
2170,Egypt,1995,43.0,13.6,7.7,39.3,18.6,4.1,2.4,5.36,3.24,1.98,0.13,34949.0,Middle East and North Africa,EGY
2171,Egypt,2000,36.4,12.4,7.3,43.2,21.0,8.0,3.8,6.3,3.66,2.41,0.23,40124.0,Middle East and North Africa,EGY
2172,Egypt,2005,32.0,9.2,5.4,48.7,24.8,10.1,5.1,6.93,3.82,2.81,0.3,45651.0,Middle East and North Africa,EGY
2173,Egypt,2010,28.2,8.4,5.1,51.0,27.9,12.4,6.4,7.44,3.95,3.11,0.38,50681.0,Middle East and North Africa,EGY
2178,"Iran, Islamic Republic of",1870,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,4939.0,Middle East and North Africa,IRN
2179,"Iran, Islamic Republic of",1875,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,5316.0,Middle East and North Africa,IRN
2180,"Iran, Islamic Republic of",1880,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,5693.0,Middle East and North Africa,IRN
2181,"Iran, Islamic Republic of",1885,100.0,0.0,0.0,0.1,0.0,0.0,0.0,0.01,0.01,0.0,0.0,6070.0,Middle East and North Africa,IRN
2182,"Iran, Islamic Republic of",1890,100.0,0.0,0.0,0.1,0.0,0.0,0.0,0.01,0.01,0.0,0.0,6446.0,Middle East and North Africa,IRN
2183,"Iran, Islamic Republic of",1895,99.9,0.0,0.0,0.1,0.0,0.0,0.0,0.02,0.01,0.01,0.0,6734.0,Middle East and North Africa,IRN
2184,"Iran, Islamic Republic of",1900,99.8,0.2,0.1,0.1,0.0,0.0,0.0,0.03,0.02,0.01,0.0,7021.0,Middle East and North Africa,IRN
2185,"Iran, Islamic Republic of",1905,99.6,0.3,0.1,0.2,0.1,0.0,0.0,0.04,0.02,0.01,0.0,7308.0,Middle East and North Africa,IRN
2186,"Iran, Islamic Republic of",1910,99.4,0.4,0.1,0.2,0.1,0.1,0.0,0.05,0.03,0.01,0.0,7595.0,Middle East and North Africa,IRN
2187,"Iran, Islamic Republic of",1915,97.5,1.0,0.5,1.4,0.5,0.1,0.1,0.2,0.14,0.06,0.0,7882.0,Middle East and North Africa,IRN
2188,"Iran, Islamic Republic of",1920,97.2,1.2,0.6,1.6,0.6,0.1,0.1,0.23,0.15,0.07,0.0,8169.0,Middle East and North Africa,IRN
2189,"Iran, Islamic Republic of",1925,96.9,1.3,0.7,1.7,0.7,0.1,0.1,0.25,0.17,0.08,0.0,8455.0,Middle East and North Africa,IRN
2190,"Iran, Islamic Republic of",1930,96.5,1.8,1.0,1.7,0.7,0.1,0.1,0.27,0.19,0.08,0.0,8742.0,Middle East and North Africa,IRN
2191,"Iran, Islamic Republic of",1935,96.0,2.3,1.4,1.6,0.6,0.1,0.1,0.3,0.22,0.08,0.0,9028.0,Middle East and North Africa,IRN
2192,"Iran, Islamic Republic of",1940,94.4,3.5,2.3,1.9,0.7,0.2,0.1,0.4,0.3,0.09,0.01,9314.0,Middle East and North Africa,IRN
2193,"Iran, Islamic Republic of",1945,93.0,4.6,3.1,2.2,0.9,0.2,0.2,0.49,0.38,0.11,0.01,9600.0,Middle East and North Africa,IRN
2194,"Iran, Islamic Republic of",1950,91.3,5.9,4.1,2.5,1.0,0.3,0.2,0.6,0.47,0.12,0.01,9399.0,Middle East and North Africa,IRN
2195,"Iran, Islamic Republic of",1955,89.9,6.4,4.5,3.4,1.4,0.3,0.2,0.72,0.55,0.16,0.01,10179.0,Middle East and North Africa,IRN
2196,"Iran, Islamic Republic of",1960,86.2,8.8,5.5,4.4,2.4,0.6,0.4,0.99,0.73,0.24,0.02,11275.0,Middle East and North Africa,IRN
2197,"Iran, Islamic Republic of",1965,79.4,12.0,6.8,7.8,3.5,0.9,0.6,1.5,1.08,0.39,0.03,12881.0,Middle East and North Africa,IRN
2198,"Iran, Islamic Republic of",1970,73.0,13.5,7.8,12.1,7.7,1.4,1.0,2.17,1.45,0.68,0.05,14924.0,Middle East and North Africa,IRN
2199,"Iran, Islamic Republic of",1975,66.6,14.5,8.3,16.6,11.5,2.2,1.5,2.87,1.82,0.98,0.07,17334.0,Middle East and North Africa,IRN
2200,"Iran, Islamic Republic of",1980,55.8,19.2,10.9,22.1,16.7,2.9,2.0,3.84,2.4,1.34,0.1,20442.0,Middle East and North Africa,IRN
2201,"Iran, Islamic Republic of",1985,45.0,24.0,13.6,27.2,21.7,3.8,2.8,4.66,2.83,1.69,0.13,25223.0,Middle East and North Africa,IRN
2202,"Iran, Islamic Republic of",1990,36.0,26.9,15.2,31.0,24.5,5.9,4.1,5.49,3.2,2.09,0.2,29345.0,Middle East and North Africa,IRN
2203,"Iran, Islamic Republic of",1995,25.7,28.3,16.0,37.1,30.0,8.9,6.3,6.69,3.66,2.73,0.3,33295.0,Middle East and North Africa,IRN
2204,"Iran, Islamic Republic of",2000,17.7,25.5,14.4,45.5,30.2,11.3,8.1,7.66,4.05,3.22,0.39,40044.0,Middle East and North Africa,IRN
2205,"Iran, Islamic Republic of",2005,13.9,20.0,11.3,52.3,33.1,13.8,9.8,8.49,4.26,3.76,0.47,46418.0,Middle East and North Africa,IRN
2206,"Iran, Islamic Republic of",2010,11.8,17.3,9.7,51.0,31.8,20.0,14.4,9.15,4.37,4.09,0.69,52231.0,Middle East and North Africa,IRN
2211,Iraq,1870,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,863.0,Middle East and North Africa,IRQ
2212,Iraq,1875,99.9,0.1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,919.0,Middle East and North Africa,IRQ
2213,Iraq,1880,99.9,0.1,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,974.0,Middle East and North Africa,IRQ
2214,Iraq,1885,99.9,0.1,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,1037.0,Middle East and North Africa,IRQ
2215,Iraq,1890,99.8,0.1,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,1099.0,Middle East and North Africa,IRQ
2216,Iraq,1895,99.8,0.2,0.1,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,1170.0,Middle East and North Africa,IRQ
2217,Iraq,1900,99.7,0.2,0.1,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,1240.0,Middle East and North Africa,IRQ
2218,Iraq,1905,99.7,0.2,0.1,0.1,0.0,0.0,0.0,0.02,0.01,0.0,0.0,1320.0,Middle East and North Africa,IRQ
2219,Iraq,1910,99.6,0.3,0.1,0.1,0.0,0.0,0.0,0.02,0.02,0.0,0.0,1399.0,Middle East and North Africa,IRQ
2220,Iraq,1915,99.8,0.1,0.0,0.1,0.0,0.1,0.0,0.02,0.01,0.01,0.0,1467.0,Middle East and North Africa,IRQ
2221,Iraq,1920,99.8,0.1,0.0,0.1,0.0,0.1,0.0,0.02,0.01,0.01,0.0,1534.0,Middle East and North Africa,IRQ
2222,Iraq,1925,99.7,0.1,0.0,0.1,0.0,0.1,0.1,0.03,0.02,0.01,0.0,1559.0,Middle East and North Africa,IRQ
2223,Iraq,1930,99.6,0.1,0.0,0.2,0.1,0.1,0.1,0.04,0.02,0.01,0.0,1583.0,Middle East and North Africa,IRQ
2224,Iraq,1935,99.4,0.1,0.0,0.3,0.1,0.2,0.1,0.05,0.03,0.02,0.01,1916.0,Middle East and North Africa,IRQ
2225,Iraq,1940,99.0,0.2,0.1,0.6,0.2,0.2,0.2,0.1,0.05,0.03,0.01,2244.0,Middle East and North Africa,IRQ
2226,Iraq,1945,98.5,0.2,0.1,0.9,0.3,0.4,0.2,0.16,0.09,0.05,0.01,2293.0,Middle East and North Africa,IRQ
2227,Iraq,1950,97.2,0.8,0.3,1.3,0.4,0.6,0.4,0.25,0.15,0.08,0.02,2994.0,Middle East and North Africa,IRQ
2228,Iraq,1955,95.6,1.7,0.7,2.0,0.7,0.6,0.4,0.35,0.23,0.1,0.02,3318.0,Middle East and North Africa,IRQ
2229,Iraq,1960,93.0,3.4,1.4,2.7,0.9,0.9,0.5,0.53,0.36,0.15,0.03,3734.0,Middle East and North Africa,IRQ
2230,Iraq,1965,88.1,6.0,2.7,4.3,1.5,1.6,0.7,0.9,0.61,0.24,0.05,4176.0,Middle East and North Africa,IRQ
2231,Iraq,1970,79.3,11.2,5.5,7.2,2.5,2.3,1.0,1.53,1.07,0.39,0.07,5004.0,Middle East and North Africa,IRQ
2232,Iraq,1975,72.5,14.4,7.4,9.6,3.5,3.5,1.5,2.11,1.44,0.57,0.1,5881.0,Middle East and North Africa,IRQ
2233,Iraq,1980,64.5,15.8,8.4,15.2,5.6,4.5,2.1,2.92,1.91,0.87,0.13,7038.0,Middle East and North Africa,IRQ
2234,Iraq,1985,52.9,20.0,11.4,21.1,8.7,6.0,3.0,3.98,2.57,1.24,0.18,8325.0,Middle East and North Africa,IRQ
2235,Iraq,1990,42.1,26.0,15.8,24.3,11.0,7.6,3.9,4.9,3.17,1.5,0.23,9685.0,Middle East and North Africa,IRQ
2236,Iraq,1995,34.4,32.0,20.1,25.3,12.3,8.2,4.5,5.44,3.57,1.61,0.25,11550.0,Middle East and North Africa,IRQ
2237,Iraq,2000,27.7,32.5,20.6,29.4,14.3,10.4,5.6,6.23,3.98,1.93,0.32,13665.0,Middle East and North Africa,IRQ
2238,Iraq,2005,26.2,31.2,20.0,29.6,14.6,13.0,7.0,6.6,4.1,2.1,0.4,16192.0,Middle East and North Africa,IRQ
2239,Iraq,2010,21.6,28.2,18.1,33.4,16.9,16.8,8.9,7.43,4.4,2.52,0.52,18887.0,Middle East and North Africa,IRQ
2244,Malta,1870,81.2,18.8,2.8,0.0,0.0,0.0,0.0,0.65,0.65,0.0,0.0,91.0,Middle East and North Africa,MLT
2245,Malta,1875,79.7,20.3,3.1,0.0,0.0,0.0,0.0,0.71,0.71,0.0,0.0,94.0,Middle East and North Africa,MLT
2246,Malta,1880,78.1,21.9,3.4,0.0,0.0,0.0,0.0,0.77,0.76,0.0,0.0,98.0,Middle East and North Africa,MLT
2247,Malta,1885,76.4,23.6,3.8,0.0,0.0,0.0,0.0,0.83,0.82,0.0,0.0,102.0,Middle East and North Africa,MLT
2248,Malta,1890,74.6,25.3,4.1,0.0,0.0,0.0,0.0,0.89,0.89,0.0,0.0,105.0,Middle East and North Africa,MLT
2249,Malta,1895,72.8,27.2,4.5,0.0,0.0,0.0,0.0,0.96,0.95,0.0,0.0,109.0,Middle East and North Africa,MLT
2250,Malta,1900,71.3,25.7,4.4,2.2,0.7,0.9,0.5,1.3,1.09,0.18,0.03,112.0,Middle East and North Africa,MLT
2251,Malta,1905,68.0,27.8,4.8,3.0,0.9,1.2,0.7,1.52,1.23,0.25,0.04,120.0,Middle East and North Africa,MLT
2252,Malta,1910,73.8,19.0,3.4,5.6,1.8,1.7,1.0,1.59,1.11,0.43,0.05,127.0,Middle East and North Africa,MLT
2253,Malta,1915,69.8,22.0,4.0,6.2,2.0,2.0,1.3,1.82,1.27,0.49,0.06,134.0,Middle East and North Africa,MLT
2254,Malta,1920,66.9,24.1,4.5,6.8,2.3,2.2,1.5,2.02,1.4,0.54,0.07,141.0,Middle East and North Africa,MLT
2255,Malta,1925,64.9,25.0,4.7,7.7,2.7,2.5,1.7,2.19,1.5,0.61,0.08,149.0,Middle East and North Africa,MLT
2256,Malta,1930,64.8,24.1,4.6,8.4,3.0,2.7,1.9,2.29,1.53,0.67,0.09,156.0,Middle East and North Africa,MLT
2257,Malta,1935,61.1,26.5,5.1,9.4,3.4,3.1,2.1,2.55,1.69,0.75,0.1,163.0,Middle East and North Africa,MLT
2258,Malta,1940,56.1,30.7,6.0,10.0,3.7,3.2,2.2,2.8,1.89,0.8,0.11,170.0,Middle East and North Africa,MLT
2259,Malta,1945,51.2,34.4,6.4,10.9,4.0,3.5,2.4,3.08,2.09,0.87,0.12,178.0,Middle East and North Africa,MLT
2260,Malta,1950,47.5,36.9,6.7,11.9,4.9,3.7,2.6,3.32,2.25,0.95,0.13,185.0,Middle East and North Africa,MLT
2261,Malta,1955,38.0,44.0,9.2,14.6,7.1,3.4,2.2,3.89,2.67,1.1,0.11,174.0,Middle East and North Africa,MLT
2262,Malta,1960,28.3,50.9,10.7,17.8,9.4,3.0,1.8,4.49,3.1,1.29,0.1,176.0,Middle East and North Africa,MLT
2263,Malta,1965,21.7,53.3,11.6,21.5,11.9,3.5,1.6,5.1,3.44,1.56,0.1,178.0,Middle East and North Africa,MLT
2264,Malta,1970,22.3,47.0,24.8,26.1,15.0,4.5,2.6,6.06,3.99,1.92,0.14,194.0,Middle East and North Africa,MLT
2265,Malta,1975,22.4,39.4,26.5,32.9,19.2,5.3,3.5,6.84,4.27,2.4,0.17,200.0,Middle East and North Africa,MLT
2266,Malta,1980,22.5,31.3,23.4,40.7,23.8,5.6,4.1,7.51,4.42,2.9,0.19,216.0,Middle East and North Africa,MLT
2267,Malta,1985,17.7,28.9,23.4,47.5,30.5,5.9,4.6,8.38,4.77,3.4,0.21,228.0,Middle East and North Africa,MLT
2268,Malta,1990,14.6,24.2,20.6,54.4,36.3,6.8,5.7,9.19,5.02,3.92,0.25,237.0,Middle East and North Africa,MLT
2269,Malta,1995,10.8,20.6,18.0,60.9,45.1,7.7,6.8,10.06,5.28,4.49,0.29,252.0,Middle East and North Africa,MLT
2270,Malta,2000,5.9,21.8,19.9,62.6,33.5,9.7,8.5,10.43,5.59,4.48,0.36,265.0,Middle East and North Africa,MLT
2271,Malta,2005,2.6,20.3,19.3,66.9,17.0,10.2,9.0,10.6,5.82,4.4,0.38,276.0,Middle East and North Africa,MLT
2272,Malta,2010,2.5,15.8,14.7,68.0,18.8,13.7,12.0,11.06,5.82,4.73,0.51,282.0,Middle East and North Africa,MLT
2277,Morocco,1870,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,2974.0,Middle East and North Africa,MAR
2278,Morocco,1875,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,3111.0,Middle East and North Africa,MAR
2279,Morocco,1880,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,3249.0,Middle East and North Africa,MAR
2280,Morocco,1885,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,3386.0,Middle East and North Africa,MAR
2281,Morocco,1890,99.9,0.1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,3523.0,Middle East and North Africa,MAR
2282,Morocco,1895,99.9,0.1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,3660.0,Middle East and North Africa,MAR
2283,Morocco,1900,99.9,0.1,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,3796.0,Middle East and North Africa,MAR
2284,Morocco,1905,99.8,0.2,0.1,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,3932.0,Middle East and North Africa,MAR
2285,Morocco,1910,99.8,0.2,0.1,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,4068.0,Middle East and North Africa,MAR
2286,Morocco,1915,99.3,0.4,0.2,0.3,0.1,0.0,0.0,0.04,0.03,0.01,0.0,4204.0,Middle East and North Africa,MAR
2287,Morocco,1920,98.9,0.6,0.2,0.5,0.2,0.0,0.0,0.07,0.05,0.03,0.0,4339.0,Middle East and North Africa,MAR
2288,Morocco,1925,98.6,0.7,0.3,0.7,0.2,0.0,0.0,0.1,0.06,0.04,0.0,4475.0,Middle East and North Africa,MAR
2289,Morocco,1930,98.2,0.4,0.2,1.1,0.4,0.2,0.0,0.16,0.08,0.07,0.01,4610.0,Middle East and North Africa,MAR
2290,Morocco,1935,97.8,0.6,0.3,1.3,0.5,0.2,0.0,0.19,0.1,0.08,0.01,4744.0,Middle East and North Africa,MAR
2291,Morocco,1940,97.3,0.9,0.4,1.5,0.5,0.3,0.0,0.22,0.12,0.1,0.01,4879.0,Middle East and North Africa,MAR
2292,Morocco,1945,96.7,1.3,0.5,1.8,0.7,0.2,0.0,0.26,0.15,0.11,0.01,5013.0,Middle East and North Africa,MAR
2293,Morocco,1950,96.2,1.5,0.6,2.1,0.8,0.2,0.0,0.3,0.17,0.12,0.01,4723.0,Middle East and North Africa,MAR
2294,Morocco,1955,95.0,1.8,0.7,2.9,1.0,0.3,0.0,0.39,0.22,0.16,0.01,5337.0,Middle East and North Africa,MAR
2295,Morocco,1960,93.5,2.6,1.0,3.4,1.3,0.5,0.1,0.51,0.29,0.21,0.01,6116.0,Middle East and North Africa,MAR
2296,Morocco,1965,90.9,3.0,1.2,5.5,2.0,0.6,0.1,0.75,0.41,0.32,0.01,6746.0,Middle East and North Africa,MAR
2297,Morocco,1970,86.2,5.8,2.6,6.9,2.6,1.0,0.2,1.05,0.6,0.42,0.02,7389.0,Middle East and North Africa,MAR
2298,Morocco,1975,80.7,9.4,4.8,8.1,3.0,1.8,0.4,1.43,0.85,0.54,0.04,8507.0,Middle East and North Africa,MAR
2299,Morocco,1980,75.4,12.0,7.0,9.6,3.8,3.0,0.6,1.88,1.11,0.71,0.07,10325.0,Middle East and North Africa,MAR
2300,Morocco,1985,69.3,14.9,9.9,11.4,4.7,4.4,2.1,2.45,1.41,0.91,0.13,12018.0,Middle East and North Africa,MAR
2301,Morocco,1990,62.7,18.2,13.8,13.2,5.8,5.9,3.0,3.05,1.76,1.12,0.18,13958.0,Middle East and North Africa,MAR
2302,Morocco,1995,56.9,20.4,17.2,15.5,7.0,7.3,3.8,3.64,2.08,1.34,0.22,15922.0,Middle East and North Africa,MAR
2303,Morocco,2000,52.1,22.3,19.6,17.7,8.5,7.9,4.5,4.09,2.33,1.52,0.25,18166.0,Middle East and North Africa,MAR
2304,Morocco,2005,46.4,24.6,22.5,20.0,10.0,8.9,5.1,4.63,2.63,1.73,0.28,20177.0,Middle East and North Africa,MAR
2305,Morocco,2010,40.5,26.3,24.5,23.2,12.0,10.0,5.8,5.27,3.04,1.92,0.32,22200.0,Middle East and North Africa,MAR
2310,Syrian Arab Republic,1870,99.8,0.1,0.0,0.1,0.0,0.1,0.1,0.04,0.02,0.02,0.0,918.0,Middle East and North Africa,SYR
2311,Syrian Arab Republic,1875,99.8,0.2,0.0,0.1,0.0,0.1,0.1,0.04,0.02,0.02,0.0,976.0,Middle East and North Africa,SYR
2312,Syrian Arab Republic,1880,99.7,0.3,0.0,0.1,0.0,0.1,0.1,0.04,0.02,0.02,0.0,1033.0,Middle East and North Africa,SYR
2313,Syrian Arab Republic,1885,99.6,0.4,0.0,0.1,0.0,0.1,0.1,0.04,0.02,0.02,0.0,1091.0,Middle East and North Africa,SYR
2314,Syrian Arab Republic,1890,99.4,0.5,0.0,0.1,0.0,0.1,0.1,0.05,0.03,0.02,0.0,1148.0,Middle East and North Africa,SYR
2315,Syrian Arab Republic,1895,99.2,0.7,0.1,0.1,0.0,0.1,0.1,0.05,0.03,0.02,0.0,1136.0,Middle East and North Africa,SYR
2316,Syrian Arab Republic,1900,98.9,1.0,0.1,0.1,0.0,0.1,0.1,0.06,0.04,0.02,0.0,1124.0,Middle East and North Africa,SYR
2317,Syrian Arab Republic,1905,96.7,3.1,0.3,0.2,0.1,0.1,0.1,0.12,0.1,0.02,0.0,1112.0,Middle East and North Africa,SYR
2318,Syrian Arab Republic,1910,94.7,5.0,0.4,0.2,0.1,0.1,0.1,0.17,0.15,0.02,0.0,1100.0,Middle East and North Africa,SYR
2319,Syrian Arab Republic,1915,93.2,6.5,0.4,0.2,0.1,0.1,0.1,0.21,0.19,0.02,0.0,1088.0,Middle East and North Africa,SYR
2320,Syrian Arab Republic,1920,88.2,11.3,1.0,0.4,0.1,0.2,0.1,0.37,0.34,0.03,0.0,1077.0,Middle East and North Africa,SYR
2321,Syrian Arab Republic,1925,86.2,13.2,1.2,0.5,0.2,0.2,0.1,0.44,0.39,0.04,0.01,1065.0,Middle East and North Africa,SYR
2322,Syrian Arab Republic,1930,84.0,15.2,1.5,0.6,0.2,0.2,0.1,0.5,0.46,0.04,0.01,1053.0,Middle East and North Africa,SYR
2323,Syrian Arab Republic,1935,81.2,17.9,1.9,0.7,0.2,0.2,0.1,0.6,0.54,0.05,0.01,1352.0,Middle East and North Africa,SYR
2324,Syrian Arab Republic,1940,78.4,20.5,2.5,0.9,0.3,0.2,0.1,0.7,0.63,0.06,0.01,1649.0,Middle East and North Africa,SYR
2325,Syrian Arab Republic,1945,75.4,23.3,2.9,1.0,0.4,0.3,0.2,0.8,0.72,0.07,0.01,1827.0,Middle East and North Africa,SYR
2326,Syrian Arab Republic,1950,73.3,25.0,4.1,1.3,0.3,0.4,0.2,0.92,0.81,0.09,0.01,1893.0,Middle East and North Africa,SYR
2327,Syrian Arab Republic,1955,71.2,26.1,4.7,2.2,0.3,0.4,0.3,1.05,0.9,0.13,0.01,2094.0,Middle East and North Africa,SYR
2328,Syrian Arab Republic,1960,68.1,27.8,8.0,3.7,0.8,0.4,0.2,1.31,1.1,0.2,0.01,2336.0,Middle East and North Africa,SYR
2329,Syrian Arab Republic,1965,64.0,29.3,7.6,5.6,1.2,1.1,0.5,1.63,1.26,0.34,0.03,2657.0,Middle East and North Africa,SYR
2330,Syrian Arab Republic,1970,56.7,32.7,8.6,9.7,2.7,1.0,0.6,2.2,1.66,0.5,0.03,3131.0,Middle East and North Africa,SYR
2331,Syrian Arab Republic,1975,47.9,36.7,9.4,13.4,4.1,1.9,0.9,2.89,2.13,0.7,0.06,3667.0,Middle East and North Africa,SYR
2332,Syrian Arab Republic,1980,39.1,40.5,9.3,17.0,3.9,3.4,1.5,3.55,2.58,0.88,0.1,4323.0,Middle East and North Africa,SYR
2333,Syrian Arab Republic,1985,29.5,44.6,9.9,21.7,4.0,4.2,2.1,4.26,3.08,1.06,0.13,5199.0,Middle East and North Africa,SYR
2334,Syrian Arab Republic,1990,22.2,51.1,12.1,21.9,5.1,4.7,2.6,4.68,3.41,1.12,0.15,6323.0,Middle East and North Africa,SYR
2335,Syrian Arab Republic,1995,16.1,59.8,14.2,19.6,5.0,4.5,2.6,4.77,3.6,1.03,0.14,7762.0,Middle East and North Africa,SYR
2336,Syrian Arab Republic,2000,12.3,65.9,17.6,18.4,4.4,3.5,2.3,4.79,3.77,0.9,0.11,9544.0,Middle East and North Africa,SYR
2337,Syrian Arab Republic,2005,13.3,53.9,34.4,28.4,8.6,4.4,2.7,6.12,4.59,1.39,0.14,11426.0,Middle East and North Africa,SYR
2338,Syrian Arab Republic,2010,12.7,44.7,34.4,38.0,19.5,4.6,3.0,7.07,4.91,2.01,0.15,13198.0,Middle East and North Africa,SYR
2343,Tunisia,1870,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,699.0,Middle East and North Africa,TUN
2344,Tunisia,1875,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,757.0,Middle East and North Africa,TUN
2345,Tunisia,1880,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,815.0,Middle East and North Africa,TUN
2346,Tunisia,1885,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,883.0,Middle East and North Africa,TUN
2347,Tunisia,1890,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,950.0,Middle East and North Africa,TUN
2348,Tunisia,1895,99.9,0.1,0.0,0.1,0.0,0.0,0.0,0.01,0.01,0.0,0.0,1029.0,Middle East and North Africa,TUN
2349,Tunisia,1900,99.8,0.1,0.0,0.1,0.0,0.0,0.0,0.01,0.01,0.0,0.0,1108.0,Middle East and North Africa,TUN
2350,Tunisia,1905,99.8,0.1,0.0,0.1,0.0,0.0,0.0,0.02,0.01,0.0,0.0,1201.0,Middle East and North Africa,TUN
2351,Tunisia,1910,98.8,0.8,0.3,0.3,0.1,0.1,0.0,0.08,0.06,0.02,0.0,1293.0,Middle East and North Africa,TUN
2352,Tunisia,1915,97.9,1.4,0.4,0.5,0.1,0.1,0.1,0.13,0.1,0.03,0.0,1373.0,Middle East and North Africa,TUN
2353,Tunisia,1920,97.2,1.9,0.6,0.7,0.2,0.2,0.1,0.17,0.13,0.04,0.01,1454.0,Middle East and North Africa,TUN
